"id","title","type","description","release_year","age_certification","runtime","genres","production_countries","seasons","imdb_id","imdb_score","imdb_votes","tmdb_popularity","tmdb_score","PC1","PC1_category"
"ts23752","Midnight Diner","SHOW","Set in a small restaurant in the corner of a shopping district. The unusual eatery is only open after midnight, and its standard menu consists of just a single choice. However, the customers still come for the amusing chatter and the proprietor's willingness to cook any dish that they request. This drama depicts the lives of the restaurant's patrons, including a yakuza, an unsuccessful actor, a group of office ladies, a newspaper delivery boy, and a stripper.",2009,"TV-MA",27,"['drama', 'comedy']","['JP']",5,"tt1882928",8.6,2110,15.027,7.8,-1.61783074375066,"Low"
"ts21706","H2O: Just Add Water","SHOW","H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.",2006,"TV-PG",25,"['drama', 'scifi', 'fantasy', 'family']","['AU']",3,"tt0491603",7.2,14782,21.417,7.8,-0.8872381369182,"Low"
"ts21740","Black Butler","SHOW","In Victorian-era London, on the night of Ciel Phantomhive's tenth birthday a fire destroyed his manor and killed both of his parents. In a moment of death Ceil strikes a deal with a demon, his soul in exchange for revenge. This demon becomes his butler and calls himself by name of Sebastian Michaelis, to protect and serve Ciel until the deal has been completed. One month after the fire Ciel returns from being missing, with his new butler Sebastian. Ceil is now the head of the Phantomhive corporation, handling all business affairs as well as the work as the Queen of England’s guard dog and looking for his parents murders.",2008,"TV-MA",25,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']","['JP']",3,"tt1316554",8.3,1856,27.454,7.6,-1.36758856526772,"Low"
"ts30356","Octonauts","SHOW","The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.

The Octonauts follows an underwater exploring crew made up of stylized anthropomorphic animals, a team of eight adventurers who live in an undersea base, the Octopod, from where they go on undersea adventures with the help of a fleet of aquatic vehicles.

The subject matter is reminiscent of Star Trek and Thunderbirds blended with Jacques Cousteau. Although it is science fiction as regards its technology, the exotic creatures and locations that the crew encounter are real marine animals in their natural habitats.",2010,"TV-Y",15,"['action', 'animation', 'comedy', 'family']","['GB']",6,"tt1710177",7.6,1049,39.732,7.2,-0.774831893528625,"Low"
"ts31514","Strawberry Shortcake","SHOW","Strawberry and her friends, including her sister, Apple Dumplin', and her pony, Honey Pie, embark on sweet-smelling adventures in Strawberryland.",2003,"TV-Y",23,"['animation', 'family']","['US']",4,"tt7996132",7,13,26.42,6.6,-0.0565229308898337,"Medium"
"ts22005","Total Drama Island","SHOW","Reality TV meets animation in this parody in which twenty-two teens are sent to the most run-down and bug-infested summer camp known to reality TV producers. Split into teams, The Screaming Gophers take on The Killer Bass as they face challenges that get more insane each week.",2007,"TV-PG",23,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']","['CA']",6,"tt1173427",7.4,10523,16.775,7.3,-0.691610345052941,"Low"
"ts21688","Boys Over Flowers","SHOW","A working class girl winds up at an exclusive prep school. Unassuming high school girl Jan Di stands up to -- and eventually falls for -- a spoiled rich kid who belongs to the school's most powerful clique.",2009,"TV-14",64,"['comedy', 'drama', 'romance']","['KR']",1,"tt1370334",7.9,11579,75.209,8.3,-1.69982105805623,"Low"
"ts22318","Winx Club","SHOW","In a magical universe, witches, warriors begin fighting in the name of good .vs. evil! At a magic school, five teenage girls are selected to defend the universe with their magic.",2004,"TV-G",23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']","['IT']",8,"tt3233214",6.2,6700,25.162,8.2,-0.5205638317913,"Medium"
"ts12815","Big Time Rush","SHOW","Four teenage friends move from Minneapolis to Los Angeles to form a potential chart-topping boy band after Kendall is inadvertently discovered by an eccentric record executive, Gustavo Rocque. As they seize this opportunity of a lifetime, these friends embark on an exciting comedy and music-filled journey to prove to themselves and their record label that they are serious about their new career choice.",2009,"TV-G",25,"['comedy', 'family']","['US']",4,"tt1131746",6.3,12046,65.327,8.8,-1.04382585956245,"Low"
"ts15986","Dead Set","SHOW","Zombies are rampaging throughout Britain. Blissfully unaware of gory events outside, the Big Brother housemates are in for the ultimate eviction night...",2008,"TV-MA",141,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']","['GB']",1,"tt1285482",7.6,19684,9.747,7.3,-0.822183477247695,"Low"
"ts26322","Toradora!","SHOW","Ryūji Takasu is a gentle high school student with a love for housework; but in contrast to his kind nature, he has an intimidating face that often gets him labeled as a delinquent. On the other hand is Taiga Aisaka, a small, doll-like student who is anything but a cute and fragile girl. Equipped with a wooden katana and feisty personality, Taiga is known throughout the school as the ""Palmtop Tiger."" One day, an embarrassing mistake causes the two students to cross paths. Ryūji discovers that Taiga actually has a sweet side: she has a crush on the popular vice president, Yūsaku Kitamura, who happens to be his best friend. But things only get crazier when Ryūji reveals that he has a crush on Minori Kushieda—Taiga's best friend! Toradora! is a romantic comedy that follows this odd duo as they embark on a quest to help each other with their respective crushes, forming an unlikely alliance in the process.",2008,"TV-14",30,"['animation', 'romance', 'comedy', 'drama']","['JP']",2,"tt1279024",8,14307,28.197,8.5,-1.75189027914509,"Low"
"ts33559","Shaun the Sheep","SHOW","Shaun the Sheep thinks and acts like a person in a barnyard, which usually gets him into trouble. The farmer's sheepdog, Bitzer, tries to keep Shaun and his friends out of trouble. The farmer is oblivious to the humanlike features of his flock, who are like one big, happy family.",2007,"TV-G",7,"['animation', 'comedy', 'family', 'european']","['GB']",6,"tt0983983",8,25,24.246,7.9,-1.34905475147237,"Low"
"ts56549","Scare Tactics","SHOW","Scare Tactics is a hidden camera/comedy television show, produced by Kevin Healey and Scott Hallock. Its first two seasons aired from April 2003 to December 2004. After a hiatus, the show returned for a third season, beginning July 9, 2008. The first season of the show was hosted by Shannen Doherty. Stephen Baldwin took her place in the middle of the second season. Since the beginning of the third season, the show has been hosted by Tracy Morgan. The fourth season began on October 6, 2009.

In Europe the first season of the program aired on MTV Central from 2003 to 2004. The show is also broadcast in Australia on FOX8, in Canada on MTV, in India on AXN, in Russia on MTV Russia, in Turkey on Dream TV, in Poland on TV Puls, in Finland on Jim, in South Korea on Q TV, in Sweden initially on TV6 and currently on TV11.",2003,"TV-14",22,"['comedy', 'horror', 'reality', 'scifi', 'thriller']","['US']",5,"tt0339968",6.7,2512,3.501,6.5,0.222893953492215,"Medium"
"ts20398","Kath & Kim","SHOW","Kath & Kim is a character-driven Australian television situation comedy series. The series was created by, and is written by Jane Turner and Gina Riley who play the title characters: a suburban mother and daughter with a dysfunctional relationship. The series main characters consist of Kath Day-Knight, a cheerful 50-year-old woman, her self-indulgent daughter Kim Craig, Kath's boyfriend and second husband, the metrosexual Kel Knight, as well as Kim's estranged husband Brett Craig and her lonely, overweight ""second best friend"" Sharon Strzelecki. The series is set in the fictional suburb of Fountain Lakes in Melbourne. It is primarily filmed in Patterson Lakes.

The series was conceived by Turner and Riley in the early 1990s as a weekly segment of the Australian comedy series Fast Forward. The skit was then developed into a full-series. The first series of Kath & Kim premiered on ABC TV on 16 May 2002, with three further series following, while a television movie, entitled Da Kath and Kim Code, was broadcast nationally on 25 November 2005. Kath & Kim has garnered much critical acclaim since its debut, winning two Logie Awards, for ""Outstanding Comedy Programme"" and the ""Best Television Drama Series"" award at the Australian Film Institute Awards. In Australia, it has become a pop culture phenomenon, and is a success with audiences nationwide. Internationally, the series has spawned a cult fanbase, and in 2006 it was announced an American version of the series would be produced, to air on NBC. Riley and Turner served as executive producers on the US version. The American version was also picked up by Seven, which debuted the program on 12 October 2008, just three days after its debut in the United States.",2002,"",24,"['comedy']","['AU']",4,"tt0272397",8.3,4168,5.863,7.5,-1.26191704685419,"Low"
"ts21421","Pocoyo","SHOW","Pocoyo is a Spanish pre-school animated television series created by Guillermo García Carsí, Luis Gallego and David Cantolla, and is a co-production between Spanish producer Zinkia Entertainment, Cosgrove-Hall Films and Granada International. Two series have been produced, each consisting of 52 seven-minute episodes. English actor and comedian Stephen Fry narrates the English-language version and José María del Río narrates the Castilian Spanish version.

Set in a 3D space, with a plain white background and usually no backdrops, it is about Pocoyo, a 3-year-old boy, interacting with his friends Pato, Elly and Loula. Viewers are encouraged to recognise situations that Pocoyo is in, and things that are going on with or around him. The narrator usually speaks explicitly to the viewers and to the characters as well. Each character has its own distinctive dance and also a specific sound, and most episodes end with the characters dancing. Many episodes also involve parties.

In the United Kingdom, it was originally broadcast on CITV, a children's strand on the ITV network. In September 2007, Channel 5 acquired terrestrial rights in the United Kingdom to the first and second series, making it part of the Milkshake! strand. The show, however, will continue to air on the CITV Channel. Other broadcasters in the English speaking countries include RTÉ in the Republic of Ireland, Nick Jr. in the U.S. nationwide and local station KCET-TV as well as KLCS-TV channel 58-2 in Los Angeles and on Univision in LATAM Spanish, Treehouse TV in Canada, ABC in Australia and TVNZ in New Zealand.",2005,"TV-G",11,"['animation', 'family', 'comedy', 'european']","['ES', 'GB']",4,"tt0487849",3.9,93,21.257,7.1,1.44251263564869,"High"
"ts20526","The Game","SHOW","When her boyfriend Derwin Davis is chosen as the new third-string wide receiver for the San Diego Sabers, Melanie Barnett decides to attend a local college so she can be with him. While Derwin worries about the plays on the field, Melanie adjusts to her new lifestyle. She gets a play-by-play account of the lives and relationships among NFL wives, girlfriends and mom/managers who use their best game to help their men stay on the field and on their arm.",2006,"TV-14",22,"['comedy', 'drama', 'sport', 'romance']","['US']",10,"tt10020984",6.6,4417,7.989,8.4,-0.804975900316959,"Low"
"ts30083","Angel Beats!","SHOW","Angel Beats takes place in the afterlife and focuses on Otonashi, a boy who lost his memories of his life after dying. He is enrolled into the afterlife school and meets a girl named Yuri who invites him to join the Afterlife Battlefront — an organization she leads which fights against God. The Battlefront fight against the student council president Angel, a girl with supernatural powers.",2010,"TV-14",26,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']","['JP']",1,"tt1639109",7.7,13848,19.033,8,-1.27402870631286,"Low"
